municipio,ano,documento,status,fonte_nome,fonte_url,arquivo_bruto_esperado,arquivo_extraido,tamanho_kb,script_download,script_extracao,validacao_local,observacao
Sorocaba,2020,conta_corrente_fornecedor,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_conta_corrente_fornecedor_2020.pdf,fornecedores_agregado_sorocaba_2020.csv,6768,pipelines/baixar_fontes_execucao.py,pipelines/agregar_fornecedores_execucao.py,pipelines/testes/verificar_rastro_execucao.py --ano 2020,PDF oficial baixado; CSV agregado publicado em data/public/sorocaba/fornecedores/saida.
Sorocaba,2020,registro_analitico_despesa_orcamentaria,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_registro_analitico_despesa_orcamentaria_2020.pdf,despesa_orcamentaria_sorocaba_2020.csv,5501,pipelines/baixar_fontes_execucao.py,pipelines/extrator_despesa_orcamentaria.py,pipelines/testes/verificar_rastro_execucao.py --ano 2020,PDF oficial baixado; CSV publicado em data/public/sorocaba/despesa/saida.
Sorocaba,2021,conta_corrente_fornecedor,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_conta_corrente_fornecedor_2021.pdf,fornecedores_agregado_sorocaba_2021.csv,9676,pipelines/baixar_fontes_execucao.py,pipelines/agregar_fornecedores_execucao.py,pipelines/sanear_despesa_orcamentaria.py --ano 2021,PDF oficial baixado; CSV agregado publicado em data/public/sorocaba/fornecedores/saida.
Sorocaba,2021,registro_analitico_despesa_orcamentaria,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_registro_analitico_despesa_orcamentaria_2021.pdf,despesa_orcamentaria_sorocaba_2021.csv,919376,pipelines/baixar_fontes_execucao.py,pipelines/sanear_despesa_orcamentaria.py,pipelines/validar_extracao_despesa_vertical.py --ano 2021,PDF oficial grande baixado; CSV saneado publicado em data/public/sorocaba/despesa/saida.
Sorocaba,2022,conta_corrente_fornecedor,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_conta_corrente_fornecedor_2022.pdf,fornecedores_agregado_sorocaba_2022.csv,1429047,pipelines/baixar_fontes_execucao.py,pipelines/agregar_fornecedores_execucao.py,data/manifests/validacao_fornecedores_agregado_sorocaba.csv,PDF oficial grande baixado; CSV agregado publicado em data/public/sorocaba/fornecedores/saida.
Sorocaba,2022,registro_analitico_despesa_orcamentaria,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_registro_analitico_despesa_orcamentaria_2022.pdf,despesa_orcamentaria_sorocaba_2022.csv,1269614,pipelines/baixar_fontes_execucao.py,pipelines/extrator_despesa_orcamentaria.py,data/manifests/validacao_execucao_sorocaba.csv,PDF oficial grande baixado; CSV publicado em data/public/sorocaba/despesa/saida.
Sorocaba,2023,conta_corrente_fornecedor,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_conta_corrente_fornecedor_2023.pdf,fornecedores_agregado_sorocaba_2023.csv,1491090,pipelines/baixar_fontes_execucao.py,pipelines/agregar_fornecedores_execucao.py,data/manifests/validacao_fornecedores_agregado_sorocaba.csv,PDF oficial grande baixado; CSV agregado publicado em data/public/sorocaba/fornecedores/saida.
Sorocaba,2023,registro_analitico_despesa_orcamentaria,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_registro_analitico_despesa_orcamentaria_2023.pdf,despesa_orcamentaria_sorocaba_2023.csv,1416163,pipelines/baixar_fontes_execucao.py,pipelines/extrator_despesa_orcamentaria.py,data/manifests/validacao_execucao_sorocaba.csv,PDF oficial grande baixado; CSV publicado em data/public/sorocaba/despesa/saida.
Sorocaba,2024,conta_corrente_fornecedor,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_conta_corrente_fornecedor_2024.pdf,fornecedores_agregado_sorocaba_2024.csv,6656,pipelines/baixar_fontes_execucao.py,pipelines/agregar_fornecedores_execucao.py,pipelines/testes/verificar_rastro_execucao.py --ano 2024,PDF oficial baixado; CSV agregado publicado em data/public/sorocaba/fornecedores/saida.
Sorocaba,2024,registro_analitico_despesa_orcamentaria,publicado,Secretaria da Fazenda de Sorocaba - Portal da Transparencia,https://fazenda.sorocaba.sp.gov.br/transparencia/,livro_registro_analitico_despesa_orcamentaria_2024.pdf,despesa_orcamentaria_sorocaba_2024.csv,5356,pipelines/baixar_fontes_execucao.py,pipelines/extrator_despesa_orcamentaria.py,pipelines/testes/verificar_rastro_execucao.py --ano 2024,PDF oficial baixado; CSV publicado em data/public/sorocaba/despesa/saida.
