nivel,status_auditavel,orgao,area,tipo_dado,periodo_alvo,pronto_publicar,proximo_passo,pedido_lai,evidencia_local
1-sem-lai,publicado,SICONFI,receita,receitas_rreo_anexo01,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/receita/saida/receitas_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,executivo,despesas_orcamento_rreo_anexo02,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/executivo/saida/despesas_executivo_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,seguranca,orcamento_rreo_funcao_seguranca,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/seguranca/saida/rreo_seguranca_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,transferencias,transferencias_federais,2021-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/transferencias_federais/saida/transferencias_federais_sao_paulo_{ano}.csv; 5 anos publicados via API SICONFI
1-sem-lai,publicado,Fazenda_SP,transferencias,transferencias_estaduais_sp,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/transferencias_estaduais/saida/transferencias_estaduais_sp_sao_paulo_{ano}.csv; 6 anos publicados via Portal Repasse Fazenda-SP
1-sem-lai,publicado,SICONFI,fiscal,rcl_receita_corrente_liquida,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/rcl_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,rcl_capital,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/rcl_capital_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,despesa_pessoal_limite_lrf,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/pessoal_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,divida_consolidada_liquida,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/divida_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,divida_detalhada_rgf,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/divida_detalhada_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,rpps_regime_proprio_previdencia,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/rpps_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,fiscal,despesa_por_natureza_rreo,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fiscal/saida/natureza_despesa_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,transporte,orcamento_rreo_funcao_transporte,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/transporte/saida/rreo_transporte_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,SICONFI,transporte,dca_despesa_transporte_subfuncao,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/transporte/saida/dca_transporte_sao_paulo_{ano}.csv; 6 anos publicados via API SICONFI
1-sem-lai,publicado,FNS,saude,repasses_faf_fundo_nacional_saude,2020-2025,sim,manter_atualizacao_anual,nao,data/public/sao_paulo/fns/saida/fns_repasses_faf_com_populacao_sao_paulo_{ano}.csv; 6 anos publicados via API FNS
